answers,context,id,question,title
"{'answer_start': [6], 'text': ['1952 to 1964, most voters were registered Democrats, but the state voted for the Republican presidential candidate in every election except for 1964']}","From 1952 to 1964, most voters were registered Democrats, but the state voted for the Republican presidential candidate in every election except for 1964. The following year, Congress passed and President Lyndon B. Johnson signed the Voting Rights Act of 1965, providing for oversight of state practices and enforcement of constitutional voting rights for African Americans and other minorities in order to prevent the discrimination and disenfranchisement that had excluded most of them for decades from the political process.",57266e2c708984140094c5bf,Voter demographics of florida in the 1950's ,Florida
"{'answer_start': [235], 'text': ['Voting Rights Act of 1965, providing for oversight of state practices and enforcement of constitutional voting rights for African Americans and other minorities']}","From 1952 to 1964, most voters were registered Democrats, but the state voted for the Republican presidential candidate in every election except for 1964. The following year, Congress passed and President Lyndon B. Johnson signed the Voting Rights Act of 1965, providing for oversight of state practices and enforcement of constitutional voting rights for African Americans and other minorities in order to prevent the discrimination and disenfranchisement that had excluded most of them for decades from the political process.",57266e2c708984140094c5c0,what did the voting rights act provide for ,Florida
"{'answer_start': [196], 'text': ['President Lyndon B. Johnson signed the Voting Rights Act of 1965']}","From 1952 to 1964, most voters were registered Democrats, but the state voted for the Republican presidential candidate in every election except for 1964. The following year, Congress passed and President Lyndon B. Johnson signed the Voting Rights Act of 1965, providing for oversight of state practices and enforcement of constitutional voting rights for African Americans and other minorities in order to prevent the discrimination and disenfranchisement that had excluded most of them for decades from the political process.",57266e2c708984140094c5c1>,what president signed the voting right act ,Florida
"{'answer_start': [10], 'text': ['1930s through much of the 1960s, Florida was essentially a one-party state dominated by white conservative Democrats']}","From the 1930s through much of the 1960s, Florida was essentially a one-party state dominated by white conservative Democrats, who together with other Democrats of the Solid South, exercised considerable control in Congress. They gained federal money from national programs; like other southern states, Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary. Since the 1970s, the conservative white majority of voters in the state has largely shifted from the Democratic to the Republican Party. It has continued to support Republican presidential candidates through the 20th century, except in 1976 and 1996, when the Democratic nominee was from the South. They have had ""the luxury of voting for presidential candidates who pledge to cut taxes and halt the expansion of government while knowing that their congressional delegations will continue to protect federal spending.""",57266f755951b619008f7293,What party dominated florida politics from 1930 to 1960 ,Florida
"{'answer_start': [304], 'text': ['Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary']}","From the 1930s through much of the 1960s, Florida was essentially a one-party state dominated by white conservative Democrats, who together with other Democrats of the Solid South, exercised considerable control in Congress. They gained federal money from national programs; like other southern states, Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary. Since the 1970s, the conservative white majority of voters in the state has largely shifted from the Democratic to the Republican Party. It has continued to support Republican presidential candidates through the 20th century, except in 1976 and 1996, when the Democratic nominee was from the South. They have had ""the luxury of voting for presidential candidates who pledge to cut taxes and halt the expansion of government while knowing that their congressional delegations will continue to protect federal spending.""",57266f755951b619008f7294,Does Florida benefit from taxes,Florida
"{'answer_start': [412], 'text': ['Since the 1970s, the conservative white majority of voters in the state has largely shifted from the Democratic to the Republican Party']}","From the 1930s through much of the 1960s, Florida was essentially a one-party state dominated by white conservative Democrats, who together with other Democrats of the Solid South, exercised considerable control in Congress. They gained federal money from national programs; like other southern states, Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary. Since the 1970s, the conservative white majority of voters in the state has largely shifted from the Democratic to the Republican Party. It has continued to support Republican presidential candidates through the 20th century, except in 1976 and 1996, when the Democratic nominee was from the South. They have had ""the luxury of voting for presidential candidates who pledge to cut taxes and halt the expansion of government while knowing that their congressional delegations will continue to protect federal spending.""",57266f755951b619008f7295,What party political party dominates Florida now ,Florida
"{'answer_start': [556], 'text': ['continued to support Republican presidential candidates through the 20th century, except in 1976 and 1996, when the Democratic nominee was from the South']}","From the 1930s through much of the 1960s, Florida was essentially a one-party state dominated by white conservative Democrats, who together with other Democrats of the Solid South, exercised considerable control in Congress. They gained federal money from national programs; like other southern states, Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary. Since the 1970s, the conservative white majority of voters in the state has largely shifted from the Democratic to the Republican Party. It has continued to support Republican presidential candidates through the 20th century, except in 1976 and 1996, when the Democratic nominee was from the South. They have had ""the luxury of voting for presidential candidates who pledge to cut taxes and halt the expansion of government while knowing that their congressional delegations will continue to protect federal spending.""",57266f755951b619008f7296,How does Florida vote in presidential elections ,Florida
"{'answer_start': [726], 'text': ['the luxury of voting for presidential candidates who pledge to cut taxes and halt the expansion of government']}","From the 1930s through much of the 1960s, Florida was essentially a one-party state dominated by white conservative Democrats, who together with other Democrats of the Solid South, exercised considerable control in Congress. They gained federal money from national programs; like other southern states, Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary. Since the 1970s, the conservative white majority of voters in the state has largely shifted from the Democratic to the Republican Party. It has continued to support Republican presidential candidates through the 20th century, except in 1976 and 1996, when the Democratic nominee was from the South. They have had ""the luxury of voting for presidential candidates who pledge to cut taxes and halt the expansion of government while knowing that their congressional delegations will continue to protect federal spending.""",57266f755951b619008f7297>,What do these candidates that Florida supports pledge  ,Florida
"{'answer_start': [83], 'text': ['William C. Cramer in 1954 from Pinellas County']}","The first post-Reconstruction era Republican elected to Congress from Florida was William C. Cramer in 1954 from Pinellas County on the Gulf Coast, where demographic changes were underway. In this period, African Americans were still disenfranchised by the state's constitution and discriminatory practices; in the 19th century they had made up most of the Republican Party. Cramer built a different Republican Party in Florida, attracting local white conservatives and transplants from northern and midwestern states. In 1966 Claude R. Kirk, Jr. was elected as the first post-Reconstruction Republican governor, in an upset election. In 1968 Edward J. Gurney, also a white conservative, was elected as the state's first post-reconstruction Republican US Senator. In 1970 Democrats took the governorship and the open US Senate seat, and maintained dominance for years.",572670f2f1498d1400e8dfb4,The first post- reconstruction era republican elected to florida ,Florida
"{'answer_start': [376], 'text': ['Cramer built a different Republican Party in Florida, attracting local white conservatives and transplants from northern and midwestern states']}","The first post-Reconstruction era Republican elected to Congress from Florida was William C. Cramer in 1954 from Pinellas County on the Gulf Coast, where demographic changes were underway. In this period, African Americans were still disenfranchised by the state's constitution and discriminatory practices; in the 19th century they had made up most of the Republican Party. Cramer built a different Republican Party in Florida, attracting local white conservatives and transplants from northern and midwestern states. In 1966 Claude R. Kirk, Jr. was elected as the first post-Reconstruction Republican governor, in an upset election. In 1968 Edward J. Gurney, also a white conservative, was elected as the state's first post-reconstruction Republican US Senator. In 1970 Democrats took the governorship and the open US Senate seat, and maintained dominance for years.",572670f2f1498d1400e8dfb5,What is Cramer credited for ,Florida
"{'answer_start': [524], 'text': ['966 Claude R. Kirk, Jr. was elected as the first post-Reconstruction Republican governor, in an upset election']}","The first post-Reconstruction era Republican elected to Congress from Florida was William C. Cramer in 1954 from Pinellas County on the Gulf Coast, where demographic changes were underway. In this period, African Americans were still disenfranchised by the state's constitution and discriminatory practices; in the 19th century they had made up most of the Republican Party. Cramer built a different Republican Party in Florida, attracting local white conservatives and transplants from northern and midwestern states. In 1966 Claude R. Kirk, Jr. was elected as the first post-Reconstruction Republican governor, in an upset election. In 1968 Edward J. Gurney, also a white conservative, was elected as the state's first post-reconstruction Republican US Senator. In 1970 Democrats took the governorship and the open US Senate seat, and maintained dominance for years.",572670f2f1498d1400e8dfb6,Who was Claude R Kirk ,Florida
"{'answer_start': [640], 'text': [""968 Edward J. Gurney, also a white conservative, was elected as the state's first post-reconstruction Republican US Senator""]}","The first post-Reconstruction era Republican elected to Congress from Florida was William C. Cramer in 1954 from Pinellas County on the Gulf Coast, where demographic changes were underway. In this period, African Americans were still disenfranchised by the state's constitution and discriminatory practices; in the 19th century they had made up most of the Republican Party. Cramer built a different Republican Party in Florida, attracting local white conservatives and transplants from northern and midwestern states. In 1966 Claude R. Kirk, Jr. was elected as the first post-Reconstruction Republican governor, in an upset election. In 1968 Edward J. Gurney, also a white conservative, was elected as the state's first post-reconstruction Republican US Senator. In 1970 Democrats took the governorship and the open US Senate seat, and maintained dominance for years.",572670f2f1498d1400e8dfb7,Who was Edward j Gurney ,Florida
"{'answer_start': [768], 'text': ['1970 Democrats took the governorship and the open US Senate seat, and maintained dominance for years']}","The first post-Reconstruction era Republican elected to Congress from Florida was William C. Cramer in 1954 from Pinellas County on the Gulf Coast, where demographic changes were underway. In this period, African Americans were still disenfranchised by the state's constitution and discriminatory practices; in the 19th century they had made up most of the Republican Party. Cramer built a different Republican Party in Florida, attracting local white conservatives and transplants from northern and midwestern states. In 1966 Claude R. Kirk, Jr. was elected as the first post-Reconstruction Republican governor, in an upset election. In 1968 Edward J. Gurney, also a white conservative, was elected as the state's first post-reconstruction Republican US Senator. In 1970 Democrats took the governorship and the open US Senate seat, and maintained dominance for years.",572670f2f1498d1400e8dfb8>,What did the Democrat party do in the 1970,Florida
"{'answer_start': [1], 'text': ['In 1998, Democratic voters dominated areas of the state with a high percentage of racial minorities and transplanted white liberals']}","In 1998, Democratic voters dominated areas of the state with a high percentage of racial minorities and transplanted white liberals from the northeastern United States, known colloquially as ""snowbirds"". South Florida and the Miami metropolitan area are dominated by both racial minorities and white liberals. Because of this, the area has consistently voted as one of the most Democratic areas of the state. The Daytona Beach area is similar demographically and the city of Orlando has a large Hispanic population, which has often favored Democrats. Republicans, made up mostly of white conservatives, have dominated throughout much of the rest of Florida, particularly in the more rural and suburban areas. This is characteristic of its voter base throughout the Deep South.",572671dd708984140094c64d,What did democrat voters do in 1998 ,Florida
"{'answer_start': [118], 'text': ['white liberals from the northeastern United States, known colloquially as \\snowbirds']}","In 1998, Democratic voters dominated areas of the state with a high percentage of racial minorities and transplanted white liberals from the northeastern United States, known colloquially as ""snowbirds"". South Florida and the Miami metropolitan area are dominated by both racial minorities and white liberals. Because of this, the area has consistently voted as one of the most Democratic areas of the state. The Daytona Beach area is similar demographically and the city of Orlando has a large Hispanic population, which has often favored Democrats. Republicans, made up mostly of white conservatives, have dominated throughout much of the rest of Florida, particularly in the more rural and suburban areas. This is characteristic of its voter base throughout the Deep South.",572671dd708984140094c64e,What are snowbirds ,Florida
"{'answer_start': [273], 'text': ['racial minorities and white liberals. Because of this, the area has consistently voted as one of the most Democratic areas of the state']}","In 1998, Democratic voters dominated areas of the state with a high percentage of racial minorities and transplanted white liberals from the northeastern United States, known colloquially as ""snowbirds"". South Florida and the Miami metropolitan area are dominated by both racial minorities and white liberals. Because of this, the area has consistently voted as one of the most Democratic areas of the state. The Daytona Beach area is similar demographically and the city of Orlando has a large Hispanic population, which has often favored Democrats. Republicans, made up mostly of white conservatives, have dominated throughout much of the rest of Florida, particularly in the more rural and suburban areas. This is characteristic of its voter base throughout the Deep South.",572671dd708984140094c64f,What party dominates South Florida and Miami ,Florida
"{'answer_start': [552], 'text': ['Republicans, made up mostly of white conservatives, have dominated throughout much of the rest of Florida']}","In 1998, Democratic voters dominated areas of the state with a high percentage of racial minorities and transplanted white liberals from the northeastern United States, known colloquially as ""snowbirds"". South Florida and the Miami metropolitan area are dominated by both racial minorities and white liberals. Because of this, the area has consistently voted as one of the most Democratic areas of the state. The Daytona Beach area is similar demographically and the city of Orlando has a large Hispanic population, which has often favored Democrats. Republicans, made up mostly of white conservatives, have dominated throughout much of the rest of Florida, particularly in the more rural and suburban areas. This is characteristic of its voter base throughout the Deep South.",572671dd708984140094c650>,which party dominates most of the rest of florida ,Florida
"{'answer_start': [99], 'text': ['Daytona Beach, Orlando, and Tampa/St. Petersburg, has had a fairly even breakdown of Republican and Democratic voters']}","The fast-growing I-4 corridor area, which runs through Central Florida and connects the cities of Daytona Beach, Orlando, and Tampa/St. Petersburg, has had a fairly even breakdown of Republican and Democratic voters. The area is often seen as a merging point of the conservative northern portion of the state and the liberal southern portion, making it the biggest swing area in the state. Since the late 20th century, the voting results in this area, containing 40% of Florida voters, has often determined who will win the state of Florida in presidential elections.",572672ecdd62a815002e8538,What is the make up politically of florida's fastest growing area ,Florida
"{'answer_start': [218], 'text': ['The area is often seen as a merging point of the conservative northern portion of the state and the liberal southern portion']}","The fast-growing I-4 corridor area, which runs through Central Florida and connects the cities of Daytona Beach, Orlando, and Tampa/St. Petersburg, has had a fairly even breakdown of Republican and Democratic voters. The area is often seen as a merging point of the conservative northern portion of the state and the liberal southern portion, making it the biggest swing area in the state. Since the late 20th century, the voting results in this area, containing 40% of Florida voters, has often determined who will win the state of Florida in presidential elections.",572672ecdd62a815002e8539,The area is viewed as what politically,Florida
"{'answer_start': [420], 'text': ['the voting results in this area, containing 40% of Florida voters, has often determined who will win the state of Florida in presidential elections']}","The fast-growing I-4 corridor area, which runs through Central Florida and connects the cities of Daytona Beach, Orlando, and Tampa/St. Petersburg, has had a fairly even breakdown of Republican and Democratic voters. The area is often seen as a merging point of the conservative northern portion of the state and the liberal southern portion, making it the biggest swing area in the state. Since the late 20th century, the voting results in this area, containing 40% of Florida voters, has often determined who will win the state of Florida in presidential elections.",572672ecdd62a815002e853a>,The vote in this area since the late 20th century decides what ,Florida
"{'answer_start': [1], 'text': ['Reapportionment following the 2010 United States Census gave the state two more seats in the House of Representatives']}","Reapportionment following the 2010 United States Census gave the state two more seats in the House of Representatives. The legislature's redistricting, announced in 2012, was quickly challenged in court, on the grounds that it had unfairly benefited Republican interests. In 2015, the Florida Supreme Court ruled on appeal that the congressional districts had to be redrawn because of the legislature's violation of the Fair District Amendments to the state constitution passed in 2010; it accepted a new map in early December 2015.",5726738e5951b619008f72ff,What has reappointment done to florida ,Florida
"{'answer_start': [120], 'text': [""The legislature's redistricting, announced in 2012, was quickly challenged in court, on the grounds that it had unfairly benefited Republican interests""]}","Reapportionment following the 2010 United States Census gave the state two more seats in the House of Representatives. The legislature's redistricting, announced in 2012, was quickly challenged in court, on the grounds that it had unfairly benefited Republican interests. In 2015, the Florida Supreme Court ruled on appeal that the congressional districts had to be redrawn because of the legislature's violation of the Fair District Amendments to the state constitution passed in 2010; it accepted a new map in early December 2015.",5726738e5951b619008f7300,What was challenged in 2012 ,Florida
"{'answer_start': [286], 'text': [""Florida Supreme Court ruled on appeal that the congressional districts had to be redrawn because of the legislature's violation of the Fair District Amendments""]}","Reapportionment following the 2010 United States Census gave the state two more seats in the House of Representatives. The legislature's redistricting, announced in 2012, was quickly challenged in court, on the grounds that it had unfairly benefited Republican interests. In 2015, the Florida Supreme Court ruled on appeal that the congressional districts had to be redrawn because of the legislature's violation of the Fair District Amendments to the state constitution passed in 2010; it accepted a new map in early December 2015.",5726738e5951b619008f7301,How did the Florida supreme court rule on the challenge ,Florida
"{'answer_start': [488], 'text': ['it accepted a new map in early December 2015.']}","Reapportionment following the 2010 United States Census gave the state two more seats in the House of Representatives. The legislature's redistricting, announced in 2012, was quickly challenged in court, on the grounds that it had unfairly benefited Republican interests. In 2015, the Florida Supreme Court ruled on appeal that the congressional districts had to be redrawn because of the legislature's violation of the Fair District Amendments to the state constitution passed in 2010; it accepted a new map in early December 2015.",5726738e5951b619008f7302>,What hapend to the Florida congressional map in 2015 ,Florida
"{'answer_start': [74], 'text': ['Out of more than 5.8 million votes for the two main contenders Bush and Al Gore, around 500 votes separated the two candidates']}","In the closely contested 2000 election, the state played a pivotal role. Out of more than 5.8 million votes for the two main contenders Bush and Al Gore, around 500 votes separated the two candidates for the all-decisive Florida electoral votes that landed Bush the election win. Florida's felony disenfranchisement law is more severe than most European nations or other American states. A 2002 study in the American Sociological Review concluded that ""if the stateâs 827,000 disenfranchised felons had voted at the same rate as other Floridians, Democratic candidate Al Gore would have won Floridaâand the presidencyâby more than 80,000 votes.""",572674b8f1498d1400e8e034,What hapend in the 2000 election ,Florida
"{'answer_start': [281], 'text': [""Florida's felony disenfranchisement law is more severe than most European nations or other American states""]}","In the closely contested 2000 election, the state played a pivotal role. Out of more than 5.8 million votes for the two main contenders Bush and Al Gore, around 500 votes separated the two candidates for the all-decisive Florida electoral votes that landed Bush the election win. Florida's felony disenfranchisement law is more severe than most European nations or other American states. A 2002 study in the American Sociological Review concluded that ""if the stateâs 827,000 disenfranchised felons had voted at the same rate as other Floridians, Democratic candidate Al Gore would have won Floridaâand the presidencyâby more than 80,000 votes.""",572674b8f1498d1400e8e035,How severe is Florida's Disenfranchisement law ,Florida
"{'answer_start': [454], 'text': ['if the stateâ\x80\x99s 827,000 disenfranchised felons had voted at the same rate as other Floridians, Democratic candidate Al Gore would have won Florida']}","In the closely contested 2000 election, the state played a pivotal role. Out of more than 5.8 million votes for the two main contenders Bush and Al Gore, around 500 votes separated the two candidates for the all-decisive Florida electoral votes that landed Bush the election win. Florida's felony disenfranchisement law is more severe than most European nations or other American states. A 2002 study in the American Sociological Review concluded that ""if the stateâs 827,000 disenfranchised felons had voted at the same rate as other Floridians, Democratic candidate Al Gore would have won Floridaâand the presidencyâby more than 80,000 votes.""",572674b8f1498d1400e8e036>,What did this mean in the 2000 election ,Florida
"{'answer_start': [51], 'text': ['that at least two districts had to be redrawn because of gerrymandering']}","The court ruled in 2014, after lengthy testimony, that at least two districts had to be redrawn because of gerrymandering. After this was appealed, in July 2015 the Florida Supreme Court ruled that lawmakers had followed an illegal and unconstitutional process overly influenced by party operatives, and ruled that at least eight districts had to be redrawn. On December 2, 2015, a 5-2 majority of the Court accepted a new map of congressional districts, some of which was drawn by challengers. Their ruling affirmed the map previously approved by Leon County Judge Terry Lewis, who had overseen the original trial. It particularly makes changes in South Florida. There are likely to be additional challenges to the map and districts.",5726769ff1498d1400e8e088,Why did the 2 districts have to be redrawn in 2014 ,Florida
"{'answer_start': [199], 'text': ['lawmakers had followed an illegal and unconstitutional process overly influenced by party operatives, and ruled that at least eight districts had to be redrawn']}","The court ruled in 2014, after lengthy testimony, that at least two districts had to be redrawn because of gerrymandering. After this was appealed, in July 2015 the Florida Supreme Court ruled that lawmakers had followed an illegal and unconstitutional process overly influenced by party operatives, and ruled that at least eight districts had to be redrawn. On December 2, 2015, a 5-2 majority of the Court accepted a new map of congressional districts, some of which was drawn by challengers. Their ruling affirmed the map previously approved by Leon County Judge Terry Lewis, who had overseen the original trial. It particularly makes changes in South Florida. There are likely to be additional challenges to the map and districts.",5726769ff1498d1400e8e089,How many were ruled to be redrawn in 2015 ,Florida
"{'answer_start': [381], 'text': ['a 5-2 majority of the Court accepted a new map of congressional districts']}","The court ruled in 2014, after lengthy testimony, that at least two districts had to be redrawn because of gerrymandering. After this was appealed, in July 2015 the Florida Supreme Court ruled that lawmakers had followed an illegal and unconstitutional process overly influenced by party operatives, and ruled that at least eight districts had to be redrawn. On December 2, 2015, a 5-2 majority of the Court accepted a new map of congressional districts, some of which was drawn by challengers. Their ruling affirmed the map previously approved by Leon County Judge Terry Lewis, who had overseen the original trial. It particularly makes changes in South Florida. There are likely to be additional challenges to the map and districts.",5726769ff1498d1400e8e08a,What was the court vote on the new congressional map in 2015,Florida
"{'answer_start': [665], 'text': ['There are likely to be additional challenges to the map and districts.']}","The court ruled in 2014, after lengthy testimony, that at least two districts had to be redrawn because of gerrymandering. After this was appealed, in July 2015 the Florida Supreme Court ruled that lawmakers had followed an illegal and unconstitutional process overly influenced by party operatives, and ruled that at least eight districts had to be redrawn. On December 2, 2015, a 5-2 majority of the Court accepted a new map of congressional districts, some of which was drawn by challengers. Their ruling affirmed the map previously approved by Leon County Judge Terry Lewis, who had overseen the original trial. It particularly makes changes in South Florida. There are likely to be additional challenges to the map and districts.",5726769ff1498d1400e8e08b>,Are there any more changes coming to the map ,Florida
"{'answer_start': [5], 'text': ['Gross Domestic Product (GDP) of Florida in 2010 was $748 billion']}","The Gross Domestic Product (GDP) of Florida in 2010 was $748 billion. Its GDP is the fourth largest economy in the United States. In 2010, it became the fourth largest exporter of trade goods. The major contributors to the state's gross output in 2007 were general services, financial services, trade, transportation and public utilities, manufacturing and construction respectively. In 2010â11, the state budget was $70.5 billion, having reached a high of $73.8 billion in 2006â07. Chief Executive Magazine name Florida the third ""Best State for Business"" in 2011.",57267746f1498d1400e8e09a,What was Florida's GDP in 2010,Florida
"{'answer_start': [71], 'text': ['Its GDP is the fourth largest economy in the United States']}","The Gross Domestic Product (GDP) of Florida in 2010 was $748 billion. Its GDP is the fourth largest economy in the United States. In 2010, it became the fourth largest exporter of trade goods. The major contributors to the state's gross output in 2007 were general services, financial services, trade, transportation and public utilities, manufacturing and construction respectively. In 2010â11, the state budget was $70.5 billion, having reached a high of $73.8 billion in 2006â07. Chief Executive Magazine name Florida the third ""Best State for Business"" in 2011.",57267746f1498d1400e8e09b,Where does Florida's GDP rank ,Florida
"{'answer_start': [253], 'text': ['were general services, financial services, trade, transportation and public utilities, manufacturing and construction respectively']}","The Gross Domestic Product (GDP) of Florida in 2010 was $748 billion. Its GDP is the fourth largest economy in the United States. In 2010, it became the fourth largest exporter of trade goods. The major contributors to the state's gross output in 2007 were general services, financial services, trade, transportation and public utilities, manufacturing and construction respectively. In 2010â11, the state budget was $70.5 billion, having reached a high of $73.8 billion in 2006â07. Chief Executive Magazine name Florida the third ""Best State for Business"" in 2011.",57267746f1498d1400e8e09c,What are some major contributors to states output ,Florida
"{'answer_start': [484], 'text': ['Chief Executive Magazine name Florida the third \\Best State for Business\\ in 2011']}","The Gross Domestic Product (GDP) of Florida in 2010 was $748 billion. Its GDP is the fourth largest economy in the United States. In 2010, it became the fourth largest exporter of trade goods. The major contributors to the state's gross output in 2007 were general services, financial services, trade, transportation and public utilities, manufacturing and construction respectively. In 2010â11, the state budget was $70.5 billion, having reached a high of $73.8 billion in 2006â07. Chief Executive Magazine name Florida the third ""Best State for Business"" in 2011.",57267746f1498d1400e8e09d>,What was Florida named in 2011,Florida
"{'answer_start': [42], 'text': ['Florida had the highest mortgage delinquency rate in the country, with 7.8% of mortgages delinquent at least 60 days']}","At the end of the third quarter in 2008, Florida had the highest mortgage delinquency rate in the country, with 7.8% of mortgages delinquent at least 60 days. A 2009 list of national housing markets that were hard hit in the real estate crash included a disproportionate number in Florida. The early 21st-century building boom left Florida with 300,000 vacant homes in 2009, according to state figures. In 2009, the US Census Bureau estimated that Floridians spent an average 49.1% of personal income on housing-related costs, the third highest percentage in the country.",572677e5dd62a815002e8606,What was the mortgage delinquency rate in 2008 ,Florida
"{'answer_start': [346], 'text': ['300,000 vacant homes in 2009']}","At the end of the third quarter in 2008, Florida had the highest mortgage delinquency rate in the country, with 7.8% of mortgages delinquent at least 60 days. A 2009 list of national housing markets that were hard hit in the real estate crash included a disproportionate number in Florida. The early 21st-century building boom left Florida with 300,000 vacant homes in 2009, according to state figures. In 2009, the US Census Bureau estimated that Floridians spent an average 49.1% of personal income on housing-related costs, the third highest percentage in the country.",572677e5dd62a815002e8607,How many vacant homes in Florida in 2009 ,Florida
"{'answer_start': [449], 'text': ['Floridians spent an average 49.1% of personal income on housing-related costs']}","At the end of the third quarter in 2008, Florida had the highest mortgage delinquency rate in the country, with 7.8% of mortgages delinquent at least 60 days. A 2009 list of national housing markets that were hard hit in the real estate crash included a disproportionate number in Florida. The early 21st-century building boom left Florida with 300,000 vacant homes in 2009, according to state figures. In 2009, the US Census Bureau estimated that Floridians spent an average 49.1% of personal income on housing-related costs, the third highest percentage in the country.",572677e5dd62a815002e8608,What percentage of  personal income was spent of Housing in florida  ,Florida
"{'answer_start': [528], 'text': ['the third highest percentage in the country']}","At the end of the third quarter in 2008, Florida had the highest mortgage delinquency rate in the country, with 7.8% of mortgages delinquent at least 60 days. A 2009 list of national housing markets that were hard hit in the real estate crash included a disproportionate number in Florida. The early 21st-century building boom left Florida with 300,000 vacant homes in 2009, according to state figures. In 2009, the US Census Bureau estimated that Floridians spent an average 49.1% of personal income on housing-related costs, the third highest percentage in the country.",572677e5dd62a815002e8609>,Where did housing spending ranking nationally ,Florida
"{'answer_start': [57], 'text': ['the state of Florida began investing in economic development through the Office of Trade']}","After the watershed events of Hurricane Andrew in 1992, the state of Florida began investing in economic development through the Office of Trade, Tourism, and Economic Development. Governor Jeb Bush realized that watershed events such as Andrew negatively impacted Florida's backbone industry of tourism severely. The office was directed to target Medical/Bio-Sciences among others. Three years later, The Scripps Research Institute (TSRI) announced it had chosen Florida for its newest expansion. In 2003, TSRI announced plans to establish a major science center in Palm Beach, a 364,000 square feet (33,800 m2) facility on 100 acres (40 ha), which TSRI planned to occupy in 2006.",572683435951b619008f751d,What did Hurricane Andrew cause Florida to do ,Florida
"{'answer_start': [209], 'text': [""that watershed events such as Andrew negatively impacted Florida's backbone industry of tourism severely""]}","After the watershed events of Hurricane Andrew in 1992, the state of Florida began investing in economic development through the Office of Trade, Tourism, and Economic Development. Governor Jeb Bush realized that watershed events such as Andrew negatively impacted Florida's backbone industry of tourism severely. The office was directed to target Medical/Bio-Sciences among others. Three years later, The Scripps Research Institute (TSRI) announced it had chosen Florida for its newest expansion. In 2003, TSRI announced plans to establish a major science center in Palm Beach, a 364,000 square feet (33,800 m2) facility on 100 acres (40 ha), which TSRI planned to occupy in 2006.",572683435951b619008f751e,What did Govenor Bush Realize,Florida
"{'answer_start': [349], 'text': ['Medical/Bio-Sciences']}","After the watershed events of Hurricane Andrew in 1992, the state of Florida began investing in economic development through the Office of Trade, Tourism, and Economic Development. Governor Jeb Bush realized that watershed events such as Andrew negatively impacted Florida's backbone industry of tourism severely. The office was directed to target Medical/Bio-Sciences among others. Three years later, The Scripps Research Institute (TSRI) announced it had chosen Florida for its newest expansion. In 2003, TSRI announced plans to establish a major science center in Palm Beach, a 364,000 square feet (33,800 m2) facility on 100 acres (40 ha), which TSRI planned to occupy in 2006.",572683435951b619008f751f,What industry was targeted ,Florida
"{'answer_start': [403], 'text': ['The Scripps Research Institute (TSRI) announced it had chosen Florida for its newest expansion']}","After the watershed events of Hurricane Andrew in 1992, the state of Florida began investing in economic development through the Office of Trade, Tourism, and Economic Development. Governor Jeb Bush realized that watershed events such as Andrew negatively impacted Florida's backbone industry of tourism severely. The office was directed to target Medical/Bio-Sciences among others. Three years later, The Scripps Research Institute (TSRI) announced it had chosen Florida for its newest expansion. In 2003, TSRI announced plans to establish a major science center in Palm Beach, a 364,000 square feet (33,800 m2) facility on 100 acres (40 ha), which TSRI planned to occupy in 2006.",572683435951b619008f7520>,Who chose to expand their corporation in Florida ,Florida
"{'answer_start': [36], 'text': ['architectural styles including Spanish revival, Florida vernacular, and Mediterranean Revival Style']}","Some sections of the state feature architectural styles including Spanish revival, Florida vernacular, and Mediterranean Revival Style. It has the largest collection of Art Deco and Streamline Moderne buildings in both the United States and the entire world, most of which are located in the Miami metropolitan area, especially Miami Beach's Art Deco District, constructed as the city was becoming a resort destination. A unique architectural design found only in Florida is the post-World War II Miami Modern, which can be seen in areas such as Miami's MiMo Historic District.",572684325951b619008f7537,What architectural styles are in Florida ,Florida
"{'answer_start': [329], 'text': [""Miami Beach's Art Deco District, constructed as the city was becoming a resort destination""]}","Some sections of the state feature architectural styles including Spanish revival, Florida vernacular, and Mediterranean Revival Style. It has the largest collection of Art Deco and Streamline Moderne buildings in both the United States and the entire world, most of which are located in the Miami metropolitan area, especially Miami Beach's Art Deco District, constructed as the city was becoming a resort destination. A unique architectural design found only in Florida is the post-World War II Miami Modern, which can be seen in areas such as Miami's MiMo Historic District.",572684325951b619008f7539,When did the art deco area of Miami boom ,Florida
"{'answer_start': [144], 'text': ['the largest collection of Art Deco and Streamline Moderne buildings in both the United States and the entire world, most of which are located in the Miami']}","Some sections of the state feature architectural styles including Spanish revival, Florida vernacular, and Mediterranean Revival Style. It has the largest collection of Art Deco and Streamline Moderne buildings in both the United States and the entire world, most of which are located in the Miami metropolitan area, especially Miami Beach's Art Deco District, constructed as the city was becoming a resort destination. A unique architectural design found only in Florida is the post-World War II Miami Modern, which can be seen in areas such as Miami's MiMo Historic District.",572684325951b619008f7538,What does Florida have the largest collection of ,Florida
